12
1.0 2.304336762 -0.312183396 4.0818168
6.0 1.289740725 -0.174611052 2.284116651
6.0 -1.3369839749999999 -0.066518496 2.262573729
1.0 -2.3893746119999997 -0.11905299 4.042699389
6.0 -2.6263467539999996 0.10809255599999999 -0.021542922
1.0 -4.693333428 0.192941433 -0.038550492
6.0 -1.289551752 0.174800025 -2.284305624
1.0 -2.304336762 0.312183396 -4.081627826999999
6.0 1.3369839749999999 0.066518496 -2.262573729
1.0 2.388807693 0.11867504399999998 -4.0430773349999996
6.0 2.626535727 -0.10809255599999999 0.021542922
1.0 4.693333428 -0.19313040599999998 0.038739465
