1 1 0.7600318835666091
2 1 -0.010688395282226575
2 2 15.891121688446425
3 1 0.1053086612553492
3 2 -0.08589001370498846
3 3 0.4722499733718382
4 1 0.12664658079188804
4 2 0.0
4 3 0.0
4 4 1.4777280778078754
5 1 -0.017172417734493288
5 2 0.0
5 3 0.0
5 4 0.0
5 5 1.4777280778078754
6 1 0.22439726635746518
6 2 0.0
6 3 0.0
6 4 0.0
6 5 0.0
6 6 1.4777280778078756
7 1 -0.002323971305677375
7 2 -3.7689171810877765e-05
7 3 -0.00843092583673773
7 4 0.011564263605383783
7 5 -0.00047588192678269946
7 6 9.484360079235755e-05
7 7 15.891121688446425
8 1 -0.014948398360752445
8 2 -0.008430925836737881
8 3 0.046856332735932274
8 4 -0.15105517908338814
8 5 0.006216083628467482
8 6 -0.0012388698140652033
8 7 -0.08589001370498846
8 8 0.4722499733718382
9 1 -0.0005806956788405454
9 2 -0.011564263605384137
9 3 0.15105517908338817
9 4 -0.3113263007178916
9 5 0.01593960630224012
9 6 -0.0031767746826143048
9 7 0.0
9 8 0.0
9 9 1.4777280778078754
10 1 3.917714372788999e-05
10 2 0.00047588192678271746
10 3 -0.006216083628467484
10 4 0.01593960630224012
10 5 0.07536134700402583
10 6 0.00013072770636369656
10 7 0.0
10 8 0.0
10 9 0.0
10 10 1.4777280778078754
11 1 -0.0002901218174372255
11 2 -9.48436007923757e-05
11 3 0.0012388698140651977
11 4 -0.0031767746826143065
11 5 0.00013072770636369662
11 6 0.07599122488108077
11 7 0.0
11 8 0.0
11 9 0.0
11 10 0.0
11 11 1.4777280778078756
12 1 -0.010744438411028252
12 2 -0.0023235969015139805
12 3 -0.014948985906624284
12 4 0.0005922992130065492
12 5 -8.944268766959061e-06
12 6 -0.0002831134868888389
12 7 -0.010684475800385528
12 8 0.10534689259460338
12 9 -0.13141525659726663
12 10 -0.006560143891908805
12 11 0.22228976784813287
12 12 0.7600318835666091
13 1 -0.00016364369625942286
13 2 -3.1283764226449587e-15
13 3 -0.0023300004832882727
13 4 0.003080972492934274
13 5 -0.00022241638997392627
13 6 0.0018139721751817346
13 7 -3.779190713251208e-05
13 8 -0.00843089632204215
13 9 0.005675746732578528
13 10 -0.000768634029151775
13 11 0.01005463150471592
13 12 -0.0023245065855715787
13 13 15.891121688446425
14 1 -0.0038772968616118232
14 2 -0.002330000483288259
14 3 -0.017592830344723184
14 4 0.008729256872502011
14 5 -0.0006301678464152393
14 6 0.005139490570930708
14 7 -0.008430896322042095
14 8 0.046891335991472285
14 9 -0.07418787757897176
14 10 0.010046841401578474
14 11 -0.13142442859402492
14 12 -0.014947555530585487
14 13 -0.08589001370498846
14 14 0.4722499733718382
15 1 -0.0038452197479553647
15 2 -0.003080972492934251
15 3 -0.008729256872502008
15 4 -0.009402741348775232
15 5 0.00040014216621304835
15 6 -0.003263458937142652
15 7 -0.005675746732578556
15 8 0.07418787757897176
15 9 -0.017324508257910647
15 10 0.0126471971398319
15 11 -0.16544012102721672
15 12 -3.7277006546416244e-05
15 13 0.0
15 14 0.0
15 15 1.4777280778078754
16 1 0.00032775443505491064
16 2 0.00022241638997392416
16 3 0.0006301678464152403
16 4 0.00040014216621304726
16 5 -0.003888749323708551
16 6 0.00023559014476501436
16 7 0.0007686340291517759
16 8 -0.010046841401578473
16 9 0.012647197139831902
16 10 0.07435217609041916
16 11 0.022404612608698263
16 12 3.573122956044249e-05
16 13 0.0
16 14 0.0
16 15 0.0
16 16 1.4777280778078754
17 1 -0.0032000268897402553
17 2 -0.001813972175181719
17 3 -0.005139490570930709
17 4 -0.0032634589371426485
17 5 0.000235590144765015
17 6 -0.00578127694091758
17 7 -0.010054631504715937
17 8 0.13142442859402492
17 9 -0.16544012102721672
17 10 0.022404612608698266
17 11 -0.21701360621923413
17 12 -0.0006393274161035096
17 13 0.0
17 14 0.0
17 15 0.0
17 16 0.0
17 17 1.4777280778078756
18 1 -0.0006163378500330957
18 2 -0.00016361737456490724
18 3 -0.0038769404771114365
18 4 0.004665518614263188
18 5 -0.00028661235288657657
18 6 0.0018111837682924998
18 7 -0.0023242296512927924
18 8 -0.014947991995256132
18 9 0.0005317382526055861
18 10 -4.1105603334691825e-05
18 11 0.0003645614943966176
18 12 -0.010746884270315752
18 13 -0.010687824613212986
18 14 0.1053142306182453
18 15 -0.2580254440981851
18 16 0.010591828890115661
18 17 -0.002123083741894007
18 18 0.7600318835666091
19 1 -3.0306214870950437e-05
19 2 -2.1119316704691108e-20
19 3 -0.0008059648591864372
19 4 0.0008081831967434413
19 5 -0.00010948279952953498
19 6 0.0014314476358174733
19 7 -3.113028544646003e-15
19 8 -0.0023290595455946793
19 9 -3.730521034449937e-05
19 10 -0.00018979583111524171
19 11 0.003576098271310753
19 12 -0.000163619561535888
19 13 -3.770519770192737e-05
19 14 -0.008430921349452959
19 15 -0.005885177940428796
19 16 -0.0002936765356193621
19 17 0.009961707754975188
19 18 -0.0023239300836407346
19 19 15.891121688446425
20 1 -0.001491494200713006
20 2 -0.0008059648591864414
20 3 -0.012260377351914957
20 4 0.006189445815926209
20 5 -0.0008384706069050891
20 6 0.010962697091363195
20 7 -0.002329059545594692
20 8 -0.017591239006712417
20 9 -0.00010576454008792851
20 10 -0.000538092899172447
20 11 0.010138647805002551
20 12 -0.003876970088679094
20 13 -0.008430921349453075
20 14 0.04686179807815995
20 15 0.07688167725667133
20 16 0.0038364761198197593
20 17 -0.13013587835331955
20 18 -0.014948463129436948
20 19 -0.08589001370498846
20 20 0.4722499733718382
21 1 -0.0010882324494463028
21 2 -0.0008081831967434484
21 3 -0.006189445815926211
21 4 -0.0009869291027924368
21 5 -0.0003292510900149952
21 6 0.004304837804820181
21 7 3.7305210344500325e-05
21 8 0.0001057645400879287
21 9 -0.0038611922242651683
21 10 -4.128887881042296e-06
